Proband;pb1;pb1_2;pb2;pb3;pb3_2;pb4;pb5;pb5_2;pb7;pb7_2;pb8
mean_distance;37.41698761916106;49.58876365902505;37.46601002992722;58.01524706703928;53.99306483002808;43.54602810170267;39.92209939320126;35.40385056185064;55.4944818957265;54.224350897401585;47.324193250107186
zero-overhead-counter;175;572;1043;174;82;1103;570;159;458;585;1135
ref before query (rbq);2118;4340;11278;14140;12371;8826;2611;7700;649;0;4396
query berfore ref (qbr);11047;7094;16539;0;0;15150;10351;5411;13742;13273;24235
max rbq;209;596;1258;3603;1638;564;572;1575;125;0;1298
max qbr;-944;-556;-3367;0;0;-3619;-2044;-972;-5212;-1740;-8956
max distance;179.9073626988645;179.02828802772794;179.0153325431942;179.86189751973424;179.34930726169603;179.97861590069257;178.36131108377788;179.28042808871135;178.69937014473706;178.3525171866866;179.91086702397965
min distane;8.562249918359508e-06;1.991576213630903e-05;1.7933687937150277e-07;3.872154113205124e-05;0.00013699011009307536;5.432059758266563e-07;2.616777341915665e-05;2.467997133738918e-06;0.0001199698200258672;0.0006595422139958738;1.1156968166871165e-05
Alias_Distance;Control4_euklid;Control4_euklid;Control4_euklid;Control4_euklid;Control4_euklid;Control4_euklid;Control4_euklid;Control4_euklid;Control4_euklid;Control4_euklid;Control4_euklid
distance;2427853.984048092;2667714.6107124668;7486412.831135854;2312048.2111301376;1962934.022153332;4113704.847868838;2128581.0327575733;2407331.228131541;2024546.2762161829;2654540.075687635;5783022.485744717
mean_distance;192.4272001306247;211.4381081645769;296.6913498646952;183.26317462984602;155.59083878831103;163.03522700811817;168.70738152948985;190.8006045915464;160.46177983801084;210.26060005446615;229.19397930186733
zero-overhead-counter;1324;767;1069;1265;695;65;605;949;336;327;1400
ref before query (rbq);6565;1055;16666;13229;13699;23016;842;1369;538;746;2791
query berfore ref (qbr);10362;17049;16060;859;1675;9523;15241;14153;16490;15550;33608
max rbq;1972;142;2300;1425;1551;4972;106;330;76;151;771
max qbr;-1456;-4268;-1957;-42;-244;-764;-1449;-3142;-2811;-2588;-9908
max distance;553.022669541442;565.2033910520495;664.1267088783266;425.45961707656716;466.2546212073277;1188.7837365730252;519.7764975652453;925.2020135983918;723.1385959609237;602.0630949379416;705.0433774107032
min distane;0.39661665512246697;1.4815147060906049;1.168211459263079;0.8206899455747357;2.22602509384784;0.9703721004569914;0.4435617880697767;0.7979430184831181;0.03833544458590092;0.26423285690972953;0.4168740926056275
Alias_Distance;Control4_winkel;Control4_winkel;Control4_winkel;Control4_winkel;Control4_winkel;Control4_winkel;Control4_winkel;Control4_winkel;Control4_winkel;Control4_winkel;Control4_winkel
distance;626693.230900062;634324.3716090636;1693397.6419033976;552795.8078385475;483994.9134008135;786786.6071817701;521354.11682053294;698112.9648394062;442087.3094792947;782759.6906911352;1349720.8261492106
mean_distance;49.67054219704066;50.27537224451641;67.11043640880584;43.817042472934965;38.3635790584031;31.182094450767682;41.32155954827082;55.331137737925516;35.03901953549138;62.00076757949586;53.49242335721348
zero-overhead-counter;976;612;1069;680;848;198;776;708;602;567;847
ref before query (rbq);6904;523;4318;13817;12743;16342;1473;7315;0;546;13174
query berfore ref (qbr);11030;17377;34054;2976;3323;22189;15047;9115;16924;19560;22546
max rbq;1652;44;552;1652;1629;4965;125;1053;0;120;2456
max qbr;-1992;-3024;-4769;-335;-486;-5960;-2052;-1189;-2492;-7047;-4100
max distance;179.67945840108987;179.68688730526162;179.89944515747325;176.8186595410835;178.08886328047305;179.80953055800362;179.5877296853633;176.6470937830256;179.10755572149;178.33377391534927;179.23416731559996
min distane;0.0011397526430267462;0.0005976305751882755;0.0036302341996227176;3.6742037519584236e-05;0.00033371520746871864;0.00021812538216509298;0.0011981164096738568;0.01607730023299964;0.0006694641630401101;0.0020139349464891034;0.0005341034880694196
Alias_Distance;Control4_winkellog;Control4_winkellog;Control4_winkellog;Control4_winkellog;Control4_winkellog;Control4_winkellog;Control4_winkellog;Control4_winkellog;Control4_winkellog;Control4_winkellog;Control4_winkellog
distance;586632.2193749154;631104.9386734059;1410132.6291268433;514466.5633284832;474067.41249707964;747495.7997593075;520105.3758105473;627148.8639298601;424595.0319950392;788074.4286582909;1301333.7716446123
mean_distance;46.49538078583779;50.020205966030424;55.88446197942549;40.77889690301864;37.57668139640771;29.624912799592085;41.22258665376455;49.7066548252247;33.65261409170478;62.42173692342898;51.574737303607016
zero-overhead-counter;976;610;1274;684;848;645;35;703;336;327;847
ref before query (rbq);7032;483;17781;12616;12818;16009;2182;2382;278;1018;13206
query berfore ref (qbr);11040;18698;19547;4485;3356;21214;15871;14853;16945;19549;22546
max rbq;1652;44;4340;1637;1629;4965;125;572;12;252;2456
max qbr;-1988;-4346;-2788;-378;-486;-3973;-2052;-3157;-2492;-7047;-4100
max distance;179.67945839179544;179.64132676997758;179.90872763269397;176.78159151094044;177.5088799389734;178.92647131765096;179.5689180715332;179.49885064034518;177.43099638943613;179.83158076427563;179.23416731343096
min distane;7.3431902179732974e-06;4.758431196448411e-07;0.0002948202913122725;5.273935983777145e-06;5.175408009704915e-05;2.076714964299584e-06;2.581165615247573e-06;2.4823698352458126e-05;3.587187385250158e-05;3.652493720802837e-05;2.0277391143532257e-06
Alias_Distance;Control5_euklid;Control5_euklid;Control5_euklid;Control5_euklid;Control5_euklid;Control5_euklid;Control5_euklid;Control5_euklid;Control5_euklid;Control5_euklid;Control5_euklid
distance;4872324.761655916;4815603.20020483;12854714.330962406;4479501.691580954;5148392.079617753;10908438.306924025;5033609.699901664;4262014.623664716;5514306.608543335;5218989.9197655665;11239825.845233636
mean_distance;239.6264575643494;236.83682684330054;316.11248815842634;220.30697347075954;253.2037613543379;268.25128014076046;247.55863374325793;209.61071281486826;271.1998528767686;256.6758431990147;276.40048801754915
zero-overhead-counter;2164;3706;2423;1184;301;677;2738;3466;2733;2801;2045
ref before query (rbq);0;0;13551;7864;0;0;876;1423;4021;0;8491
query berfore ref (qbr);26963;22563;42123;16830;24485;56387;23076;21756;22714;24371;46945
max rbq;0;0;1956;1010;0;0;188;642;1240;0;2272
max qbr;-4169;-3500;-9662;-2532;-3780;-10564;-3235;-3794;-6436;-5833;-7555
max distance;874.0211714392939;592.454592271746;703.5040522797772;561.6158940201423;739.4697472680672;1196.160489827569;684.6943382058345;1214.3931568408611;707.8876722377508;860.6502531530232;831.0403863901442
min distane;0.7755597183720986;5.744330678213038;1.1747532851883036;3.908220577131403;7.807490978793067;0.29270977515585905;0.9775859334935787;1.7063658753255515;1.2570732377735172;2.2169483733926665;2.7538924082907568
Alias_Distance;Control5_winkel;Control5_winkel;Control5_winkel;Control5_winkel;Control5_winkel;Control5_winkel;Control5_winkel;Control5_winkel;Control5_winkel;Control5_winkel;Control5_winkel
distance;1047412.336512227;1209559.9269220752;2843366.687451229;1177760.3826482776;1342121.292772908;1880106.595253717;1150985.816983573;1001799.6059095975;1289024.4003715517;1244003.7258616434;2386078.419181856
mean_distance;51.512926597758664;59.48752898844613;69.9217186143177;57.92359133665851;66.00704730108238;46.23402422854339;56.60678783177951;49.26964077655031;63.39568191469787;61.18151408359039;58.67646426120388
zero-overhead-counter;181;3713;69;523;668;449;2116;991;3807;834;302
ref before query (rbq);0;1150;3548;4215;299;0;1306;2751;3228;0;6057
query berfore ref (qbr);29101;24681;57711;24471;27331;60856;24355;26339;22287;28129;53965
max rbq;0;401;1084;1104;133;0;550;625;1254;0;1996
max qbr;-4444;-3493;-11288;-5129;-4850;-14601;-2946;-4829;-5145;-4433;-9068
max distance;178.6410812966879;179.97559132466878;179.92076893521883;179.48636169839526;166.7431348338195;179.63625850336612;179.8378914702461;179.34008008638676;179.23342773002264;179.2950894139506;179.76535955340944
min distane;0.008497083257990303;0.00044385802490993863;0.007001797937531266;0.021398805133831543;0.007666253410178155;0.004122407659671254;0.0028057650774396905;0.00010353215636213751;0.0029714745150494224;0.0013528646226045867;0.0008910779551967961
Alias_Distance;Control5_winkellog;Control5_winkellog;Control5_winkellog;Control5_winkellog;Control5_winkellog;Control5_winkellog;Control5_winkellog;Control5_winkellog;Control5_winkellog;Control5_winkellog;Control5_winkellog
distance;1166214.6168225291;1145166.3284918747;2809190.685747356;1049239.5137193026;1340972.869911563;1963948.8068963338;1180381.6907644244;964307.7669874171;1233958.7446555023;1238311.9775607875;2327576.0705590905
mean_distance;57.35575747909945;56.320578787777244;69.08129068602868;51.60278924503529;65.95056656231559;48.295802456567905;58.05251024268059;47.42574961822737;60.68749051568889;60.901587447046055;57.23782295731195
zero-overhead-counter;181;3711;71;527;668;449;2114;989;3807;834;302
ref before query (rbq);0;0;4595;9003;299;0;3392;3285;3149;0;9469
query berfore ref (qbr);29261;25852;56841;18267;27323;63375;22228;25962;22287;28824;50497
max rbq;0;0;1084;1104;133;0;643;741;1149;0;2273
max qbr;-4444;-3493;-11288;-2876;-4850;-18340;-2946;-4829;-5145;-4433;-8956
max distance;178.6410812966879;179.97559132466878;179.90984789233454;179.48636169839526;166.7431348338195;179.92236415482333;179.8378914702461;179.34008008638676;179.23342773002264;179.2950894139506;179.76535955340944
min distane;1.3377250928592365e-06;9.841859735268966e-05;2.0404884762187613e-05;0.001343904862838881;0.00766625341016684;0.0003056030224954884;0.006745297362057925;0.00010353215636213751;0.0029714745150494224;0.0013528646226045867;0.0008910779551967961
Alias_Distance;Control6_euklid;Control6_euklid;Control6_euklid;Control6_euklid;Control6_euklid;Control6_euklid;Control6_euklid;Control6_euklid;Control6_euklid;Control6_euklid;Control6_euklid
distance;2601987.845114337;2842949.959372421;5984684.52816425;2194436.233608772;2682723.1503580343;4514954.189975417;2977159.0394743467;2865305.6437037806;2663183.8249608343;2542742.5048214877;4425489.341633656
mean_distance;189.01553429568042;206.51968323205148;217.36405506716486;159.3057156884771;194.86621270850833;163.9833723159633;216.2689989448167;208.14366146329948;193.46097813168927;184.69837327097318;160.73984242458434
zero-overhead-counter;988;639;360;137;195;275;291;177;138;72;1384
ref before query (rbq);18581;8184;18915;3388;6466;2811;11022;544;13802;3190;6731
query berfore ref (qbr);0;9925;20892;15065;12476;31952;7765;18589;6684;16003;27947
max rbq;3424;1116;5692;673;1701;380;2756;138;3031;250;1257
max qbr;0;-1837;-2740;-1518;-2952;-3948;-1024;-2346;-951;-1299;-1914
max distance;548.9659410252248;712.3179096779477;561.7969124706842;393.2120628871094;515.7193579667546;681.226498719221;777.2066437143304;651.1659578419096;522.9087463044242;549.6971074101385;617.6687373136825
min distane;0.314700706545121;0.300515044094372;1.3523013364782948;0.33917121497093916;0.11082603259444011;0.8287793922183984;1.2311301204439997;0.1977442466832221;0.40590595799328605;0.32158996557870445;0.47178038459257576
Alias_Distance;Control6_winkel;Control6_winkel;Control6_winkel;Control6_winkel;Control6_winkel;Control6_winkel;Control6_winkel;Control6_winkel;Control6_winkel;Control6_winkel;Control6_winkel
distance;733316.095320757;674755.606377916;1538020.355116127;629258.8087057767;783578.2187719677;1316044.0470951812;617306.0302583243;740864.7754304212;738519.6938205697;585871.6326610802;1040442.1433463461
mean_distance;53.270092642797984;49.01609809515589;55.860979737628554;45.681220232724264;56.917136541873155;47.798788620752596;44.84280330221737;53.81844947191786;53.648096311242895;42.55623103516236;37.79028560752383
zero-overhead-counter;834;642;145;67;72;786;362;144;78;799;364
ref before query (rbq);19410;8652;23128;0;8826;7950;3603;8920;14461;4546;5243
query berfore ref (qbr);245;10746;18346;20597;12092;30820;15659;9964;4979;13641;32922
max rbq;3708;754;6361;0;2051;1435;792;1791;2621;640;1408
max qbr;-28;-1060;-3165;-4186;-3452;-4491;-1333;-1988;-954;-817;-2973
max distance;177.9826259386485;179.64952682469584;179.1086675408889;179.03871377956426;179.847231545486;179.6444931016113;177.56392742558592;179.9518282856129;179.75646269056702;179.73102728039615;178.8505839630734
min distane;6.7728523975057e-05;5.579004126790303e-05;0.0006826805253724183;0.0022852614881355817;0.00019916546440931494;0.0003222359362185264;0.0004897350122833483;0.0008666996869178768;0.00039868761121361314;0.00047215921231769185;0.00036157087118728943
Alias_Distance;Control6_winkellog;Control6_winkellog;Control6_winkellog;Control6_winkellog;Control6_winkellog;Control6_winkellog;Control6_winkellog;Control6_winkellog;Control6_winkellog;Control6_winkellog;Control6_winkellog
distance;653907.4941785209;636940.3513121004;1362977.7335719392;584453.4300170277;774733.0224576198;1290423.64413091;731184.5951058724;669393.0288453109;684113.3612245319;650228.7945459732;991658.7523639284
mean_distance;47.50163403882906;46.26909424030949;49.50342256826133;42.42856116276063;56.274643891742556;46.86825424512077;53.11525462050504;48.62654575369104;49.69587107544181;47.23097221950847;36.0184059408662
zero-overhead-counter;398;75;329;136;75;918;814;144;136;793;453
ref before query (rbq);19388;8680;24510;597;9345;12637;19495;2663;14477;891;5270
query berfore ref (qbr);1113;11398;17000;19710;11437;25269;1034;16135;4673;17752;32555
max rbq;3428;754;6260;166;2051;3141;3891;535;2621;188;1408
max qbr;-412;-1060;-3165;-3646;-3452;-2903;-236;-1988;-954;-1972;-2973
max distance;176.13723979053032;179.6483570441225;179.1086675408889;177.28604985067983;179.847231545486;179.92615974796428;178.88918568710827;179.9518282856129;179.75646269056702;179.73456852156903;178.70018123681547
min distane;7.4745384158366495e-06;1.2833225281355864e-08;3.568245867915185e-05;0.00011026582366941084;0.00019916478888276127;2.408236584060197e-06;2.239707052077317e-06;3.352169024599307e-07;0.00021892198600075577;1.2189179587817764e-05;6.832759401662462e-08
Alias_Distance;Control7_euklid;Control7_euklid;Control7_euklid;Control7_euklid;Control7_euklid;Control7_euklid;Control7_euklid;Control7_euklid;Control7_euklid;Control7_euklid;Control7_euklid
distance;1924509.3148042643;2622948.8056581803;5292294.148903409;2273342.8986338996;1706908.9720332732;3712088.7519033514;1629324.8968741857;1643769.523034715;1725395.4088242527;1679338.7572130808;5389650.881232821
mean_distance;199.4310170781621;271.80816638944873;274.22634068622256;235.57957498796887;176.88175875992468;192.33620476183168;168.8419582253042;170.33881067717255;178.7974516916324;174.024741680112;279.2709923432728
zero-overhead-counter;262;648;1639;506;602;880;300;287;499;634;205
ref before query (rbq);12227;4925;14669;1086;519;21569;2948;0;2658;9372;21780
query berfore ref (qbr);511;8599;11476;12152;12580;2439;9989;12641;10741;3916;3913
max rbq;1613;1570;2769;314;94;4064;309;0;443;1788;4212
max qbr;-108;-2259;-2359;-3606;-2880;-255;-1532;-2220;-1783;-532;-606
max distance;548.3388940497102;677.7952854762538;750.6534880903001;773.5880868985504;497.62909558540605;747.6860298999026;553.6192027616698;524.4494264903859;496.27244554236296;512.3385787027967;2406.498685679582
min distane;1.2732741324343035;1.5633861518840684;0.47903255475746626;0.48614577177738166;1.8130241846429311;0.5898852349586854;0.8246416980185408;0.6719634945451116;0.15769732124887004;0.7611037376884917;1.3198734102800393
Alias_Distance;Control7_winkel;Control7_winkel;Control7_winkel;Control7_winkel;Control7_winkel;Control7_winkel;Control7_winkel;Control7_winkel;Control7_winkel;Control7_winkel;Control7_winkel
distance;497214.1449757984;602493.160084991;1099600.1985190702;623092.3599406949;697657.0725777333;1078608.8384798134;414849.728087389;484204.69475044776;383014.5427509865;404318.21581186855;975415.028888677
mean_distance;51.52478186277703;62.43452436113896;56.97705572926422;64.56915647053833;72.29606969717443;55.88646831501624;42.98960912822684;50.17665230574588;39.69062619181207;41.898260705893115;50.542257572344525
zero-overhead-counter;221;648;1599;720;168;1896;215;441;194;97;1223
ref before query (rbq);12717;11104;17433;13600;553;18426;3673;2485;0;8857;14199
query berfore ref (qbr);531;3755;7421;0;14316;7296;10663;11344;13532;5149;12687
max rbq;1590;4140;3015;4120;132;4416;336;222;0;1339;3516
max qbr;-108;-732;-944;0;-4494;-1643;-1612;-1612;-2760;-696;-2301
max distance;179.72311789725512;179.83068292565167;179.87214200376616;179.74262556003563;178.48168302562797;179.08864687087896;166.27841600759893;179.75838944602992;179.20908210134394;176.84020392150993;179.99489612892998
min distane;0.001724385425448061;0.0018328645128214904;0.0001824440569162638;0.0016318444410251868;0.0030310147680493514;0.0005523737343972692;0.0011890541464696066;0.0005781396818811914;5.769134959964402e-05;0.0009449685355745022;0.00869561522865198
Alias_Distance;Control7_winkellog;Control7_winkellog;Control7_winkellog;Control7_winkellog;Control7_winkellog;Control7_winkellog;Control7_winkellog;Control7_winkellog;Control7_winkellog;Control7_winkellog;Control7_winkellog
distance;495257.42625802965;483859.6461281088;921098.180296054;537156.8513879216;620351.2942710547;972176.2759127247;465093.0228688174;447163.3098880665;402524.3557769694;383582.1508208923;920531.6468452009
mean_distance;51.322013083733644;50.14089597182475;47.727767257166384;55.66392242361882;64.28510821461707;50.37182776749869;48.19616817293444;46.33816682777891;41.71236847429735;39.74944568092148;47.69841167134053
zero-overhead-counter;172;241;1301;185;181;797;194;293;194;185;355
ref before query (rbq);12213;9889;16605;781;0;20512;12969;3589;0;8183;20225
query berfore ref (qbr);1267;4532;10165;13338;14700;7118;1021;10928;14615;5887;9570
max rbq;1612;3084;2908;173;0;4416;2320;300;0;1343;3516
max qbr;-252;-732;-1716;-3492;-4096;-1643;-111;-1612;-3164;-696;-1711
max distance;179.72311789725512;179.76111490682348;179.87214200376616;179.23251517923723;178.2675504639205;179.26792200354527;179.00625925944613;179.75838944602992;178.87546845057366;176.84020392150993;177.52171750901908
min distane;0.00022303613669667497;0.0012820746274729133;0.00037432023830124113;3.6958603065319024e-05;2.95226930519462e-06;8.096014160913994e-05;1.2549020978698113e-06;0.00011254685354404961;2.7853196174001605e-06;6.500256796091764e-07;1.1753400924955227e-06
Alias_Distance;Control8_euklid;Control8_euklid;Control8_euklid;Control8_euklid;Control8_euklid;Control8_euklid;Control8_euklid;Control8_euklid;Control8_euklid;Control8_euklid;Control8_euklid
distance;2315353.632827687;2588943.0975229186;6272823.364697329;2816923.332873825;2098756.9572905554;5809900.488791218;2402697.3981765797;3519874.4250303647;2454734.7563970964;2382216.184102897;4710343.082156124
mean_distance;173.33086037039132;193.9283219118291;234.94600414612265;211.00549309916292;157.2102589730753;217.60741933372853;179.97733319674754;263.661005620252;183.8752626514679;178.4431598578949;176.42395153961286
zero-overhead-counter;369;161;374;491;419;552;331;312;311;70;392
ref before query (rbq);10035;9582;10421;6442;14370;35316;12057;425;7649;16524;2982
query berfore ref (qbr);7616;8473;27105;12599;2787;7959;6041;16309;10995;2614;33618
max rbq;1792;1227;1266;1861;2442;15214;1304;84;1416;3278;512
max qbr;-1630;-1352;-6514;-2261;-579;-1318;-437;-2478;-2211;-639;-3798
max distance;494.45041361494316;499.0592827966142;833.6139766824376;513.1250002160076;515.5607164405702;493.58121181401145;591.4473868500069;1120.0687799594818;689.8585556282925;545.8762102828058;668.4032130597702
min distane;0.19624996757438165;0.22034828641631957;0.2977946662159647;0.36156848203431036;0.5045136885388096;0.7729042138147425;0.16712256589378202;1.0812345281672857;0.3117892849430614;0.5208578784882559;0.09571755617871351
Alias_Distance;Control8_winkel;Control8_winkel;Control8_winkel;Control8_winkel;Control8_winkel;Control8_winkel;Control8_winkel;Control8_winkel;Control8_winkel;Control8_winkel;Control8_winkel
distance;626181.0194362049;638233.3971340603;1650212.843007648;686350.6308001648;726016.3610485817;1395919.976814211;751402.1342585551;833306.2559648241;638665.9209502565;636580.0343253169;1030352.8971453349
mean_distance;46.87685427730236;47.807745103674925;61.808039365056665;51.412032269675265;54.38324801862035;52.28360525915619;56.284804064311245;62.41994426702802;47.840143891404985;47.683897702270926;38.591441520106926
zero-overhead-counter;429;236;380;341;128;885;273;67;69;70;174
ref before query (rbq);17005;8132;21883;5548;17653;28344;15537;0;10136;16410;21275
query berfore ref (qbr);1871;9829;17590;14670;2217;12260;4043;19933;9469;2761;18121
max rbq;2972;1224;6968;1757;5571;9276;2972;0;1372;2933;3420
max qbr;-289;-1388;-1808;-2561;-578;-2836;-1148;-4092;-1487;-641;-3398
max distance;179.81254527235274;179.1348088632212;179.7292599232873;179.83156198501217;179.78250070914453;179.7722538839153;179.62054501718237;179.58670771146333;179.26165223627717;179.48109939748088;179.80781807959585
min distane;0.0005897067170467811;0.001236512446029886;0.0010087143231607512;0.0032450739061454788;0.004849063101818491;0.00047414040989318684;0.0007174366175101645;0.00036124614823104345;0.0023951237607970667;0.00013445782962298312;0.0004354044703342534
Alias_Distance;Control8_winkellog;Control8_winkellog;Control8_winkellog;Control8_winkellog;Control8_winkellog;Control8_winkellog;Control8_winkellog;Control8_winkellog;Control8_winkellog;Control8_winkellog;Control8_winkellog
distance;606581.5813687452;605921.3342787843;1411915.1512648868;556616.6271598232;672342.9214481639;1318771.0717444106;684491.0421493367;751971.9165715103;610947.7976529483;600663.7366646789;931039.297346857
mean_distance;45.409610822634015;45.387365863579355;52.88269790122802;41.69412937526766;50.36276565154786;49.39402493518149;51.27273723965069;56.327484387379045;45.763879974003615;44.99353832694224;34.87169172429144
zero-overhead-counter;346;183;177;415;69;885;233;92;161;70;416
ref before query (rbq);14473;6219;1058;17041;17049;28880;16191;310;10140;17279;21389
query berfore ref (qbr);4722;12384;38657;3444;2788;12283;4162;17819;9571;2816;17702
max rbq;2972;1224;263;5837;5572;9276;2972;61;1372;2933;3404
max qbr;-1389;-1388;-6876;-716;-581;-2836;-1148;-2665;-2372;-732;-3398
max distance;179.55113471844462;179.77044651827683;179.44887408272515;178.82881750779083;179.78250070914453;178.94673845363644;178.86667248131454;179.5867077082447;179.26165223627717;179.55105953724043;179.80781807959585
min distane;4.3488349389258095e-08;1.1057943304461848e-05;4.9834539301193395e-06;6.595773403203564e-08;2.7701412937270205e-05;4.806643954057309e-08;1.0643281343980329e-05;5.576517313149942e-05;0.00017207781419993504;3.0332017844537074e-06;2.3878387832118895e-06
